Stream,Date,ObjectID,Tag,Species,Site.Type,Stream.Width.m,Mesohabitat,Depth.cm,Velocity.ms,Substrate,Substrate.Feature,Terrestrial Vegetation,Surface Turbulence,Aquatic Vegetation,Woody Debris,Terrestrial Vegetation ,Undercut Bank,Instream Cover,Canopy.Cover,Latitude,Longitude,Notes.x,x,y,Data.Changes
West Clear,3/16/2022 0:00,312,NA,NA,Available,11.48,Riffle,44,0.23,Pebble,0.1,0,0,0,0,0,0,0.1,Yes,-111.679982,34.536063,NA,-111.6800741,34.5361028,NA
West Clear,3/16/2022 0:00,313,NA,NA,Available,12,Riffle,70,0.3,Boulder,0.4,0,0,0,0,0,0,0.4,Yes,-111.679865,34.536032,NA,-111.6799182,34.5361279,NA
West Clear,3/16/2022 0:00,314,NA,NA,Available,12.25,Riffle,43,0.37,Boulder,0.2,0,0.1,0,0,0,0,0.3,Yes,-111.679818,34.536053,NA,-111.6798995,34.5360458,NA
West Clear,3/16/2022 0:00,315,NA,NA,Available,13.23,Riffle,34,0.1,Cobble,0.1,0,0,0,0.4,0,0,0.5,Yes,-111.679605,34.536053,NA,-111.679795,34.5361188,NA
West Clear,3/16/2022 0:00,316,NA,NA,Available,12.81,Riffle,53,0.35,Boulder,0.3,0,0.1,0,0,0,0,0.4,Yes,-111.679447,34.535968,NA,-111.6795919,34.5360729,NA
West Clear,3/16/2022 0:00,317,NA,NA,Available,10.86,Riffle,67,0.29,Boulder,0.4,0,0,0,0,0,0,0.4,Yes,-111.679287,34.535997,NA,-111.6794496,34.5359724,NA
West Clear,3/16/2022 0:00,318,189,Desert Sucker,Occupied,10.14,Riffle,59,0.7,Boulder,0.2,0,0.5,0,0,0,0,0.7,Yes,-111.679187,34.535962,NA,-111.6793416,34.53605,NA
West Clear,3/16/2022 0:00,319,200,Desert Sucker,Occupied,10.81,Riffle,60,1.18,Boulder,0.3,0,0.6,0,0,0,0,0.9,Yes,-111.67917,34.535938,NA,-111.6791763,34.53603,NA
West Clear,3/16/2022 0:00,320,NA,NA,Available,12.3,Riffle,64,0.91,Boulder,0.4,0,0.3,0,0,0,0,0.7,Yes,-111.679107,34.535958,NA,-111.6791878,34.5359968,NA
West Clear,3/16/2022 0:00,321,NA,NA,Available,8.83,Riffle,51,1.33,Boulder,0.3,0,0.7,0,0,0,0,1,Yes,-111.679023,34.536062,NA,-111.6791332,34.5360107,NA
West Clear,3/16/2022 0:00,322,NA,NA,Available,11.78,Riffle,43,0.19,Boulder,0.6,0,0,0,0,0,0,0.6,Yes,-111.678733,34.535877,NA,-111.6789464,34.5359557,NA
West Clear,3/16/2022 0:00,323,NA,NA,Available,17.02,Pool,73,0.06,Silt,0,0,0,0,0,0,0,0,Yes,-111.678572,34.535837,NA,-111.6785467,34.5358134,NA
West Clear,3/16/2022 0:00,324,165,Black Bass,Occupied,16.92,Pool,104,0.06,Silt,0,0,0,0,0.1,0,0,0.1,Yes,-111.67849,34.535788,NA,-111.6785613,34.535844,NA
West Clear,3/16/2022 0:00,325,NA,NA,Available,13.15,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.678382,34.535673,NA,-111.6785393,34.5358247,NA
West Clear,3/16/2022 0:00,326,NA,NA,Available,14.92,Pool,43,0,Silt,0,0,0,0,0.4,0,0,0.4,Yes,-111.678237,34.535657,NA,-111.6782656,34.5356604,NA
