,Tag,ObjectID,Creation Date,Stream,Month,Site Type,Stream Width,Mesohabitat,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Data Change,Species,Weight,Length,Capture Method,Capture Date,Release,Notes.y
124,NA,364,7/21/2022 18:27,Clear ,July,Available,8.7,Riffle,68,0.27,Boulder,0.7,0,0,0,0,0,0.7,Yes,34.537085,111.681403,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,365,7/21/2022 18:30,Clear ,July,Available,10.15,Riffle,28,0,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.537045,111.681388,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,366,7/21/2022 18:33,Clear ,July,Available,9,Riffle,34,0,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.537004,111.681327,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,367,7/21/2022 18:36,Clear ,July,Available,7.9,Riffle,28,0.04,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536964,111.681224,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,368,7/21/2022 18:39,Clear ,July,Available,8.9,Riffle,28,0.19,Cobble,0,0,0,0,0,0,0,Yes,34.536992,111.681126,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,NA,369,7/21/2022 18:42,Clear ,July,Available,9.7,Riffle,32,0.3,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.536867,111.681071,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,NA,370,7/21/2022 18:46,Clear ,July,Available,5.5,Riffle,24,0.05,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.53679,111.681034,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,371,7/21/2022 18:47,Clear ,July,Available,9.4,Riffle,36,0.58,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.53672,111.680952,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,NA,372,7/21/2022 18:53,Clear ,July,Available,8.4,Riffle,50,0.11,Pebble,0.1,0,0,0,0,0,0.1,No,34.536711,111.680892,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,373,7/21/2022 18:54,Clear ,July,Available,10.6,Pool,62,0.03,Sand,0,0,0,0,0,0,0,Yes,34.536699,111.680769,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,375,7/21/2022 20:20,Clear ,July,Available,19.3,Pool,52,0.06,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.536542,111.680673,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,NA,376,7/21/2022 20:23,Clear ,July,Available,15.6,Pool,132,0,Bedrock,0,0,0,0,0,0,0,No,34.536442,111.680646,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,NA,377,7/21/2022 20:28,Clear ,July,Available,14.3,Pool,110,0,Silt,0,0,0.1,0,0,0,0.1,No,34.536443,111.680513,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,378,7/21/2022 20:34,Clear ,July,Available,15.9,Pool,62,0,Bedrock,0.2,0,0,0,0,0,0.2,No,34.536318,111.680458,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,379,7/21/2022 20:38,Clear ,July,Available,17.5,Pool,>150,0,Bedrock,0,0,0,0,0,0,0,No,34.536258,111.680452,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,380,7/21/2022 20:48,Clear ,July,Available,NA,Pool,>150,0,Bedrock,0,0,0,0,0,0,0,No,34.536298,111.680358,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,381,7/21/2022 20:55,Clear ,July,Available,9.7,Pool,78,0,Silt,0,0,0,0.9,0,0,0.9,Yes,34.536209,111.680194,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,385,7/21/2022 21:10,Clear ,July,Available,10.2,Pool,82,0.24,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536157,111.680212,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,386,7/21/2022 21:13,Clear ,July,Available,9.4,Riffle,34,0.65,Boulder,0.5,0,0,0,0,0,0.5,No,34.536124,111.68012,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,NA,387,7/21/2022 21:19,Clear ,July,Available,8.4,Riffle,16,0.04,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.536108,111.680018,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,388,7/21/2022 21:22,Clear ,July,Available,7.9,Riffle,32,0.3,Pebble,0.6,0,0,0,0,0,0.6,Yes,34.536059,111.679924,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,389,7/21/2022 21:25,Clear ,July,Available,5.6,Riffle,32,0.53,Gravel,0.1,0,0,0,0.3,0,0.4,Yes,34.536057,111.679838,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,390,7/21/2022 21:29,Clear ,July,Available,8.1,Riffle,32,0.05,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.536107,111.67972,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,391,7/21/2022 21:30,Clear ,July,Available,7.1,Riffle,28,0.22,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.536089,111.679614,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,392,7/21/2022 21:34,Clear ,July,Available,8.1,Riffle,26,0.35,Boulder,0.7,0,0,0,0,0,0.7,Yes,34.536036,111.679548,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,409,7/21/2022 22:31,Clear ,July,Available,12.1,Pool,32,0.02,Bedrock,0,0,0,0,0,0,0,No,34.535772,111.678247,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,394,7/21/2022 21:41,Clear ,July,Available,5.2,Riffle,16,0.1,Boulder,0.7,0,0,0,0,0,0.7,No,34.536031,111.679328,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,395,7/21/2022 21:43,Clear ,July,Available,7.9,Riffle,30,0.29,Boulder,0,0,0,0.2,0,0,0.2,Yes,34.536027,111.67922,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,396,7/21/2022 21:50,Clear ,July,Available,6.9,Riffle,26,0.44,Boulder,0.4,0,0,0,0,0,0.4,Yes,34.536014,111.679129,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,397,7/21/2022 21:54,Clear ,July,Available,7.6,Riffle,40,0.02,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.535978,111.679051,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,398,7/21/2022 21:56,Clear ,July,Available,6.7,Riffle,28,0.46,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.535963,111.678968,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,399,7/21/2022 22:00,Clear ,July,Available,10.8,Riffle,26,0.32,Boulder,0.3,0,0,0.1,0,0,0.4,Yes,34.535951,111.678882,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,400,7/21/2022 22:03,Clear ,July,Available,6.6,Riffle,54,0.21,Boulder,0.3,0,0,0.1,0,0,0.4,Yes,34.535886,111.678803,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,NA,401,7/21/2022 22:06,Clear ,July,Available,8.2,Riffle,10,0.25,Cobble,0.1,0,0,0,0.5,0,0.6,No,34.535902,111.678689,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,NA,403,7/21/2022 22:11,Clear ,July,Available,13.4,Pool,62,0.01,Cobble,0.3,0,0,0,0,0,0.3,No,34.535915,111.67857,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,404,7/21/2022 22:15,Clear ,July,Available,11.6,Pool,86,0.05,Silt,0,0,0.3,0,0,0,0.3,Yes,34.535815,111.678515,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,406,7/21/2022 22:22,Clear ,July,Available,12.2,Pool,44,0.04,Bedrock,0,0,0,0,0,0,0,No,34.535827,111.678397,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,407,7/21/2022 22:27,Clear ,July,Available,12,Pool,78,0.02,Silt,0,0,0,0,0,0,0,No,34.535748,111.678339,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,413,7/21/2022 22:52,Clear ,July,Available,11.7,Pool,48,0.03,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.535606,111.678025,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,410,7/21/2022 22:37,Clear ,July,Available,11.7,Pool,34,0,Silt,0,0,0,0,0.3,0,0.3,No,34.535645,111.678211,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,NA,411,7/21/2022 22:43,Clear ,July,Available,12,Pool,106,0.02,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.535645,111.678152,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,412,7/21/2022 22:48,Clear ,July,Available,11.5,Pool,84,0.05,Bedrock,0,0,0,0,0,0,0,Yes,34.535665,111.678059,NA,NA,NA,NA,NA,NA,NA,NA,NA
