,Tag,Stream,Month,Creation Date,Site Type,Stream Width,Mesohabitat,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Data Change,Species,Weight,Length,Capture Method,Capture Date,Release,Notes.y
127,NA,Clear,April,4/26/2022 19:23,Available,10.7,Run,45.72,0.1,Gravel,0.25,0,0,0,0,0,0.25,Yes,34.537349,111.681766,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,Clear,April,4/26/2022 19:24,Available,12.4,Riffle,51.816,0,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.537344,111.681728,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,NA,Clear,April,4/26/2022 20:54,Available,13.2,Riffle,42.672,0.52,Cobble,0.1,0.05,0,0,0,0,0.15,Yes,34.536829,111.671083,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,NA,Clear,April,4/26/2022 20:56,Available,10.12,Riffle,35.052,0.07,Cobble,0,0,0,0,0,0,0,Yes,34.536791,111.68106,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,Clear,April,4/26/2022 21:03,Available,12.12,Pool,48.768,0.08,Cobble,0,0,0,0,0,0,0,Yes,34.536664,111.680853,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,NA,Clear,April,4/26/2022 20:49,Available,12.4,Riffle,44.196,0,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.536886,111.681226,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,Clear,April,4/26/2022 21:44,Available,13.88,Run,56.388,0.17,Cobble,0,0,0,0,0,0,0,Yes,34.536059,111.879871,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,Clear,April,4/26/2022 21:46,Available,13.38,Pool,42.672,0,Cobble,0,0,0,0,0,0,0,Yes,34.535994,111.879864,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,NA,Clear,April,4/26/2022 21:34,Available,15.5,Pool,>150,Na,Gravel,0.15,0,0,0,0,0,0.15,No,34.536179,111.680202,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,NA,Clear,April,4/26/2022 21:52,Available,12.11,Riffle,19.812,0.07,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.535984,111.679704,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,NA,Clear,April,4/26/2022 21:54,Available,11.49,Riffle,42.672,0.12,Cobble,0,0,0,0,0,0,0,Yes,34.536019,111.67966,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,Clear,April,4/26/2022 22:15,Available,9.24,Run,51.816,0.3,Gravel,0.45,0,0,0,0,0,0.45,Yes,34.536013,111.679267,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,Clear,April,4/26/2022 22:01,Available,11.01,Riffle,25.908,0.04,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.536005,111.679466,rip sams sunglasses:(,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,Clear,April,4/26/2022 22:38,Available,11.4,Run,30.48,0.18,Gravel,0.05,0,0,0,0,0,0.05,Yes,34.535881,111.67866,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,Clear,April,4/26/2022 22:08,Available,13.55,Run,27.432,0.11,Cobble,0,0,0,0,0,0,0,Yes,34.536005,111.679301,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,NA,Clear,April,4/25/2022 18:01,Available,7,Pool,64.008,0.4,Silt,0.1,0,0,0,0,0,0.1,Yes,34.538144,111.688442,Silt substrate,Changed to silt to match notes,NA,NA,NA,NA,NA,NA,NA
143,NA,Clear,April,4/25/2022 18:09,Available,8.97,Pool,59.1312,0.01,Sand,0.2,0,0,0,0,0,0.2,No,34.538176,111.688209,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,Clear,April,4/26/2022 22:17,Available,10.01,Riffle,24.384,0.21,Cobble,0,0,0,0,0,0,0,Yes,34.535976,111.679271,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,Clear,April,4/26/2022 22:20,Available,10.84,Riffle,30.48,0,Cobble,0.3,0,0,0,0,0,0.3,Yes,34.535977,111.679192,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,Clear,April,4/26/2022 21:27,Available,21.08,Pool,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.536392,111.680308,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,Clear,April,4/26/2022 21:29,Available,22.88,Pool,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.536351,111.680207,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,Clear,April,4/26/2022 22:26,Available,7.47,Run,48.768,0.12,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.535965,111.679038,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,Clear,April,4/26/2022 22:30,Available,12.13,Riffle,36.576,0.23,Cobble,0,0,0,0,0,0,0,Yes,34.535957,111.678933,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,Clear,April,4/26/2022 22:32,Available,15.54,Riffle,21.336,0.12,Cobble,0,0,0.05,0,0,0,0.05,Yes,34.535885,111.678874,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,Clear,April,4/26/2022 22:35,Available,9.97,Run,28.956,0.02,Cobble,0,0,0,0,0,0,0,Yes,34.535915,111.678736,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,Clear,April,4/25/2022 20:37,Available,11.97,Riffle,33.528,0.29,Sand,0.05,0,0,0,0,0,0.05,Yes,34.538171,111.685867,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,Clear,April,4/26/2022 22:46,Available,16.38,Pool,121.92,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.535864,111.678458,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,Clear,April,4/26/2022 18:03,Available,10.19,Pool,30.48,0.02,Gravel,0,0,0,0,0,0,0,No,34.538663,111.683346,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,Clear,April,4/25/2022 17:54,Available,6.73,Riffle,9.144,0.05,Pebble,0.05,0,0,0,0,0,0.05,Yes,34.538198,111.688699,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,Clear,April,4/26/2022 18:42,Available,12,Run,51.816,0.12,Gravel,0,0,0,0,0,0,0,Yes,34.538165,111.682655,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,NA,Clear,April,4/26/2022 18:57,Available,11.53,Pool,39.624,0,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.537899,111.682317,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,NA,Clear,April,4/26/2022 18:59,Available,11.05,Pool,68.58,0.07,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.537841,111.862299,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,Clear,April,4/25/2022 18:23,Available,5,Riffle,18.288,0.22,Pebble,0.15,0,0,0,0,0,0.15,Yes,34.538501,111.688657,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,Clear,April,4/26/2022 19:03,Available,10.5,Pool,60.96,0.09,Gravel,0.25,0,0,0,0,0,0.25,Yes,34.537819,111.682232,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,Clear,April,4/26/2022 19:07,Available,9.9,Pool,60.96,0.19,Gravel,0.15,0,0,0,0,0,0.15,Yes,34.537687,111.682094,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,Clear,April,4/26/2022 19:08,Available,9.8,Run,45.72,0,Gravel,0.35,0,0,0,0,0,0.35,Yes,34.537667,111.682094,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,Clear,April,4/26/2022 19:11,Available,9.5,Pool,45.72,0.01,Gravel,0.15,0,0,0,0,0,0.15,Yes,34.537634,111.68206,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,NA,Clear,April,4/25/2022 21:43,Available,9.99,Riffle,33.528,0.46,Pebble,0.15,0,0,0,0,0,0.15,No,34.538595,111.684344,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,Clear,April,4/26/2022 22:05,Available,11.8,Riffle,33.528,0.24,Pebble,0,0,0,0,0,0,0,Yes,34.325981,111.679414,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,Clear,April,4/26/2022 19:20,Available,10.7,Pool,41.148,0.04,Gravel,0.05,0,0,0.05,0,0,0.1,Yes,34.537417,111.681792,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,NA,Clear,April,4/26/2022 18:35,Available,14.9,Riffle,12.192,0.11,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.538392,111.682757,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,Clear,April,4/26/2022 18:40,Available,12,Riffle,24.384,0,Pebble,0.2,0,0,0,0,0,0.2,Yes,34.538218,111.682698,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,NA,Clear,April,4/26/2022 20:22,Available,13.8,Riffle,39.624,0.06,Gravel,0.25,0,0,0,0,0,0.25,Yes,34.537217,111.681673,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,NA,Clear,April,4/26/2022 20:32,Available,13.7,Riffle,36.576,0,Gravel,0.15,0,0,0,0,0,0.15,Yes,34.537038,111.681407,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,NA,Clear,April,4/26/2022 20:33,Available,12.43,Run,36.576,0.09,Gravel,0.3,0,0,0,0,0,0.3,Yes,34.537025,111.681368,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,Clear,April,4/26/2022 20:57,Available,9.63,Riffle,33.528,0.05,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.536753,111.681019,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,NA,Clear,April,4/26/2022 21:04,Available,11.1,Pool,44.196,0.01,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.536626,111.680801,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,NA,Clear,April,4/26/2022 21:01,Available,15.87,Riffle,27.432,0.21,Pebble,0.25,0,0,0,0,0,0.25,Yes,34.536694,111.680819,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,NA,Clear,April,4/26/2022 21:06,Available,14.6,Pool,60.96,0.04,Pebble,0,0,0,0,0,0,0,Yes,34.53659,111.680724,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,NA,Clear,April,4/26/2022 21:43,Available,13.34,Run,38.1,0.01,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.536069,111.879939,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,NA,Clear,April,4/26/2022 21:49,Available,14.13,Riffle,15.24,0.15,Gravel,0.3,0,0,0,0,0,0.3,Yes,34.536027,111.679758,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,Clear,April,4/26/2022 22:51,Available,14.7,Pool,>150,Na,NA,0,0,0,0,0,0,0,No,34.535753,111.67835,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,Clear,April,4/26/2022 22:28,Available,10.19,Riffle,18.288,0.49,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.535942,111.67901,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,NA,Clear,April,4/26/2022 22:36,Available,9.97,Run,30.48,0.23,Pebble,0,0,0,0,0,0,0,Yes,34.53588,111.678706,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,NA,Clear,April,4/26/2022 22:39,Available,17.89,Pool,53.34,0.1,Gravel,0,0,0,0,0,0,0,Yes,34.535855,111.678629,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,NA,Clear,April,4/26/2022 21:15,Available,20.34,Pool,111.252,0.01,Sand,0,0.008,0,0,0,0,0.008,No,34.536468,111.680606,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,NA,Clear,April,4/25/2022 17:55,Available,6.59,Pool,16.764,0,Pebble,0.3,0,0,0,0,0,0.3,No,34.538169,111.688599,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,NA,Clear,April,4/25/2022 18:45,Available,17.3,Pool,>150,Na,NA,0,0,0,0,0,0,0,No,34.538118,111.687808,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,NA,Clear,April,4/26/2022 21:25,Available,18.5,Pool,>150,Na,NA,0,0,0,0,0,0,0,No,34.536398,111.680361,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,NA,Clear,April,4/25/2022 18:41,Available,17.33,Pool,109.728,0,Sand,0,0,0,0.6,0,0,0.6,Yes,34.538151,111.687885,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,NA,Clear,April,4/25/2022 19:54,Available,14.45,Pool,92.964,0.01,Sand,0,0,0,0,0,0,0,Yes,34.538004,111.687019,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,NA,Clear,April,4/26/2022 21:31,Available,18.96,Pool,>150,Na,NA,0,0,0.006,0,0,0,0.006,Yes,34.536224,111.680396,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,NA,Clear,April,4/26/2022 21:33,Available,20.57,Pool,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.536234,111.680308,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,NA,Clear,April,4/26/2022 22:48,Available,16.96,Pool,>150,Na,NA,0,0,0,0,0,0,0,No,34.535771,111.678448,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,Clear,April,4/26/2022 18:48,Available,12.3,Pool,44.196,0.05,Sand,0.25,0,0,0.15,0,0,0.4,Yes,34.538077,111.682399,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,NA,Clear,April,4/25/2022 20:28,Available,15.69,Riffle,27.432,0.08,Sand,0,0,0,0,0,0,0,Yes,34.538161,111.686142,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,Clear,April,4/25/2022 17:48,Available,5,Riffle,9.144,0.03,Pebble,0.6,0,0,0,0,0,0.6,Yes,34.538236,111.688924,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,NA,Clear,April,4/25/2022 17:50,Available,6.05,Riffle,21.336,0.05,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.538225,111.688758,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,Clear,April,4/25/2022 17:57,Available,6.9,Pool,21.336,0.02,Sand,0.1,0,0,0,0,0,0.1,Yes,34.538166,111.688524,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,Clear,April,4/26/2022 20:23,Available,11.5,Riffle,30.48,0,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.537228,111.681632,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,Clear,April,4/25/2022 18:05,Available,12.1,Riffle,19.812,0,Pebble,0.15,0,0,0,0,0,0.15,No,34.538147,111.688372,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,Clear,April,4/25/2022 18:11,Available,10.81,Pool,42.672,0.01,Pebble,0.2,0,0,0,0,0,0.2,No,34.538213,111.688443,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,Clear,April,4/25/2022 21:46,Available,19.45,Pool,48.768,0.04,Sand,0.05,0,0,0,0,0,0.05,No,34.538638,111.684178,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,Clear,April,4/25/2022 21:27,Available,17.1,Riffle,27.432,0.23,Pebble,0.1,0,0,0,0,0,0.1,No,34.53838,111.684757,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,Clear,April,4/25/2022 21:57,Available,16.21,Pool,79.248,0.02,Sand,0,0,0,0,0,0,0,No,34.538558,111.684009,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,NA,Clear,April,4/25/2022 21:31,Available,15.37,Riffle,30.48,0,Pebble,0.4,0,0,0,0,0,0.4,No,34.538437,111.684682,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,NA,Clear,April,4/25/2022 21:36,Available,13.89,Riffle,36.576,0.28,Pebble,0.6,0,0,0,0,0,0.6,No,34.538523,111.68462,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,NA,Clear,April,4/26/2022 21:56,Available,11.5,Riffle,15.24,0.17,Pebble,0.15,0,0,0,0,0,0.15,Yes,34.535997,111.679591,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,NA,Clear,April,4/26/2022 20:59,Available,9.56,Riffle,28.956,0,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.536744,111.680965,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,NA,Clear,April,4/26/2022 18:18,Available,10.08,Riffle,42.672,1.24,Pebble,0.25,0,0,0,0,0,0.25,Yes,34.538456,111.683067,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,NA,Clear,April,4/26/2022 21:12,Available,28.5,Pool,74.676,0,Sand,0.05,0,0,0,0,0,0.05,No,34.536477,111.680641,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,NA,Clear,April,4/26/2022 22:55,Available,16.78,Pool,39.624,0,Sand,0,0,0,0,0,0,0,Yes,34.535603,111.678158,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,NA,Clear,April,4/26/2022 18:47,Available,12.1,Pool,59.436,0.03,Sand,0.15,0,0,0,0,0,0.15,Yes,34.538077,111.682493,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,NA,Clear,April,4/26/2022 20:26,Available,14.92,Riffle,22.86,0.02,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.537107,111.681581,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,NA,Clear,April,4/26/2022 20:52,Available,13.7,Riffle,18.288,0.97,Pebble,0.15,0,0,0,0,0,0.15,Yes,34.536855,111.681082,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,Clear,April,4/26/2022 21:39,Available,10.72,Riffle,30.48,0.25,Pebble,0,0,0,0,0,0,0,Yes,34.536104,111.680015,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,Clear,April,4/25/2022 18:33,Available,20.23,Pool,83.82,0,Sand,0.1,0,0,0,0,0,0.1,Yes,34.538168,111.688073,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,Clear,April,4/26/2022 22:58,Available,15.12,Pool,100.584,0.02,Sand,0.1,0,0,0,0,0,0.1,Yes,34.54562,111.678011,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,Clear,April,4/25/2022 20:13,Available,15.67,Riffle,30.48,0.03,Sand,0.5,0,0,0,0,0,0.5,No,34.538026,111.686434,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,Clear,April,4/25/2022 20:43,Available,13.21,Run,30.48,0.16,Sand,0,0,0,0,0,0,0,Yes,34.538194,111.685633,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,Clear,April,4/25/2022 20:22,Available,8.98,Run,39.624,0,Sand,0.05,0,0,0,0,0,0.05,Yes,34.538085,111.68623,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,Clear,April,4/25/2022 21:41,Available,8.83,Riffle,24.384,0.28,Sand,0.2,0,0,0,0,0,0.2,No,34.538548,111.684462,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,Clear,April,4/26/2022 22:33,Available,13.18,Run,38.1,0.15,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.535891,111.678823,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,NA,Clear,April,4/25/2022 18:13,Available,12.67,Pool,59.436,0,Silt,0.1,0,0,0,0,0,0.1,No,34.538218,111.688105,Silt substrate,Changed to silt to match notes,NA,NA,NA,NA,NA,NA,NA
221,NA,Clear,April,4/26/2022 21:10,Available,18.5,Pool,94.488,0.02,Sand,0,0,0,0.5,0,0,0.5,Yes,34.536582,111.680627,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,Clear,April,4/25/2022 21:58,Available,15.09,Pool,39.624,0.03,Sand,0.05,0,0,0,0,0,0.05,No,34.538426,111.684061,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,Clear,April,4/25/2022 20:58,Available,18.6,Riffle,30.48,0.17,Sand,0.4,0,0,0,0,0,0.4,Yes,34.53833,111.685282,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,Clear,April,4/26/2022 21:17,Available,20.1,Pool,>150,Na,Sand,0,0,0,0,0,0,0,No,34.536426,111.680513,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,Clear,April,4/25/2022 21:33,Available,14.61,Riffle,24.384,0.11,Sand,0.45,0,0,0,0,0,0.45,No,34.538479,111.684619,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,Clear,April,4/26/2022 22:49,Available,12.32,Pool,109.728,0.06,Sand,0,0,0,0,0,0,0,No,34.535794,111.678368,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,Clear,April,4/25/2022 21:54,Available,15.24,Pool,82.296,0.01,Sand,0.1,0,0,0,0,0,0.1,No,34.538555,111.684046,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,Clear,April,4/26/2022 22:56,Available,14.85,Pool,44.196,0,Sand,0,0,0,0,0,0,0,Yes,34.535578,111.678109,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,Clear,April,4/26/2022 22:53,Available,11.79,Pool,60.96,0,Sand,0,0,0,0.15,0,0,0.15,No,34.535688,111.678275,NA,NA,NA,NA,NA,NA,NA,NA,NA
