"","...1","Stream","Month","Site.Type","Tag","Species","Mesohabitat","Stream.Width","Depth","Velocity","Substrate","Substrate.Feature","Surface.Turbulence","Aquatic.Vegetation","Large.Woody.Debris","Terrestrial.Vegetation","Undercut.Bank","Instream.Cover","Canopy.Cover","Longitude","Latitude","Notes","Creation.Date","Data.Change","Weight","Length","Capture.Method","Capture.Date","Release","Notes.y","ObjectID"
"112",200,"Clear","April","Available",NA,NA,"Riffle",17.1,"27.432",0.23,"Pebble",0.1,0,0,0,0,0,0.1,"No",34.53838,"111.684757",NA,"4/25/2022 21:27",NA,NA,NA,NA,NA,NA,NA,NA
"113",202,"Clear","April","Available",NA,NA,"Riffle",15.37,"30.48",0,"Pebble",0.4,0,0,0,0,0,0.4,"No",34.538437,"111.684682",NA,"4/25/2022 21:31",NA,NA,NA,NA,NA,NA,NA,NA
"114",203,"Clear","April","Available",NA,NA,"Riffle",13.89,"36.576",0.28,"Pebble",0.6,0,0,0,0,0,0.6,"No",34.538523,"111.68462",NA,"4/25/2022 21:36",NA,NA,NA,NA,NA,NA,NA,NA
"115",204,"Clear","April","Available",NA,NA,"Riffle",11.5,"15.24",0.17,"Pebble",0.15,0,0,0,0,0,0.15,"Yes",34.535997,"111.679591",NA,"4/26/2022 21:56",NA,NA,NA,NA,NA,NA,NA,NA
"116",205,"Clear","April","Available",NA,NA,"Riffle",9.56,"28.956",0,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.536744,"111.680965",NA,"4/26/2022 20:59",NA,NA,NA,NA,NA,NA,NA,NA
"117",206,"Clear","April","Available",NA,NA,"Riffle",10.08,"42.672",1.24,"Pebble",0.25,0,0,0,0,0,0.25,"Yes",34.538456,"111.683067",NA,"4/26/2022 18:18",NA,NA,NA,NA,NA,NA,NA,NA
"118",210,"Clear","April","Available",NA,NA,"Riffle",14.92,"22.86",0.02,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.537107,"111.681581",NA,"4/26/2022 20:26",NA,NA,NA,NA,NA,NA,NA,NA
"119",211,"Clear","April","Available",NA,NA,"Riffle",13.7,"18.288",0.97,"Pebble",0.15,0,0,0,0,0,0.15,"Yes",34.536855,"111.681082",NA,"4/26/2022 20:52",NA,NA,NA,NA,NA,NA,NA,NA
"120",212,"Clear","April","Available",NA,NA,"Riffle",10.72,"30.48",0.25,"Pebble",0,0,0,0,0,0,0,"Yes",34.536104,"111.680015",NA,"4/26/2022 21:39",NA,NA,NA,NA,NA,NA,NA,NA
"121",215,"Clear","April","Available",NA,NA,"Riffle",15.67,"30.48",0.03,"Sand",0.5,0,0,0,0,0,0.5,"No",34.538026,"111.686434",NA,"4/25/2022 20:13",NA,NA,NA,NA,NA,NA,NA,NA
"122",218,"Clear","April","Available",NA,NA,"Riffle",8.83,"24.384",0.28,"Sand",0.2,0,0,0,0,0,0.2,"No",34.538548,"111.684462",NA,"4/25/2022 21:41",NA,NA,NA,NA,NA,NA,NA,NA
"123",223,"Clear","April","Available",NA,NA,"Riffle",18.6,"30.48",0.17,"Sand",0.4,0,0,0,0,0,0.4,"Yes",34.53833,"111.685282",NA,"4/25/2022 20:58",NA,NA,NA,NA,NA,NA,NA,NA
"124",225,"Clear","April","Available",NA,NA,"Riffle",14.61,"24.384",0.11,"Sand",0.45,0,0,0,0,0,0.45,"No",34.538479,"111.684619",NA,"4/25/2022 21:33",NA,NA,NA,NA,NA,NA,NA,NA
"125",60,"Clear","June","Available",NA,NA,"Riffle",3.34,"48",0.16,"Pebble",0.3,0,0,0,0,0,0.3,"Yes",34.538471,"111.688599",NA,"6/15/2022 21:37",NA,NA,NA,NA,NA,NA,NA,23
"126",25,"Clear","June","Available",NA,NA,"Riffle",3.5,"46",0.44,"Gravel",0.4,0.2,0,0,0,0,0.6,"Yes",34.538426,"111.688393",NA,"6/15/2022 22:04",NA,NA,NA,NA,NA,NA,NA,30
"127",26,"Clear","June","Available",NA,NA,"Riffle",4.8,"38",0.9,"Boulder",0.4,0.1,0,0,0,0,0.5,"Yes",34.538375,"111.688316",NA,"6/15/2022 22:10",NA,NA,NA,NA,NA,NA,NA,31
"128",27,"Clear","June","Available",NA,NA,"Riffle",4.8,"36",0.08,"Pebble",0.4,0.1,0,0,0,0,0.5,"Yes",34.538375,"111.688316","Transect, repeat coordinates","6/15/2022 22:14",NA,NA,NA,NA,NA,NA,NA,32
"129",28,"Clear","June","Available",NA,NA,"Riffle",4.7,"42",0.21,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.538513,"111.688279",NA,"6/15/2022 22:16",NA,NA,NA,NA,NA,NA,NA,33
"130",29,"Clear","June","Available",NA,NA,"Riffle",4.15,"18",0.17,"Boulder",0.5,0,0,0,0,0,0.5,"Yes",34.538391,"111.688215",NA,"6/15/2022 22:23",NA,NA,NA,NA,NA,NA,NA,36
"131",32,"Clear","June","Available",NA,NA,"Riffle",3.9,"30",0.13,"Boulder",0.4,0.1,0,0,0,0,0.5,"Yes",34.538353,"111.688099",NA,"6/15/2022 22:51",NA,NA,NA,NA,NA,NA,NA,41
"132",33,"Clear","June","Available",NA,NA,"Riffle",3.9,"26",0.79,"Cobble",0.2,0.05,0,0,0.3,0,0.55,"Yes",34.538356,"111.688096",NA,"6/15/2022 22:52",NA,NA,NA,NA,NA,NA,NA,42
"133",34,"Clear","June","Available",NA,NA,"Riffle",3.6,"22",0.33,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.538274,"111.68802",NA,"6/15/2022 22:56",NA,NA,NA,NA,NA,NA,NA,43
"134",150,"Clear","June","Available",NA,NA,"Riffle",15.29,"18",0.13,"Boulder",0.7,0,0,0,0,0,0.7,"Yes",34.538005,"111.686764",NA,"6/17/2022 17:18",NA,NA,NA,NA,NA,NA,NA,205
"135",151,"Clear","June","Available",NA,NA,"Riffle",13.9,"16",0.27,"Cobble",0,0,0,0,0,0,0,"Yes",34.53792,"111.6867",NA,"6/17/2022 17:24",NA,NA,NA,NA,NA,NA,NA,207
"136",152,"Clear","June","Available",NA,NA,"Riffle",13.9,"30",0.16,"Boulder",0,0,0,0,0,0,0,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:25",NA,NA,NA,NA,NA,NA,NA,208
"137",153,"Clear","June","Available",NA,NA,"Riffle",13.9,"25",0.05,"Gravel",0,0,0,0,0,0,0,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:26",NA,NA,NA,NA,NA,NA,NA,209
"138",154,"Clear","June","Available",NA,NA,"Riffle",13.9,"22",0.14,"Gravel",0.2,0,0,0,0,0,0.2,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:27",NA,NA,NA,NA,NA,NA,NA,210
"139",155,"Clear","June","Available",NA,NA,"Riffle",13.9,"12",0.54,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:28",NA,NA,NA,NA,NA,NA,NA,211
"140",156,"Clear","June","Available",NA,NA,"Riffle",13.9,"28",0.72,"Cobble",0.4,0,0,0,0,0,0.4,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:30",NA,NA,NA,NA,NA,NA,NA,212
"141",157,"Clear","June","Available",NA,NA,"Riffle",13.9,"10",0.58,"Boulder",0.3,0,0,0,0,0,0.3,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:31",NA,NA,NA,NA,NA,NA,NA,213
"142",158,"Clear","June","Available",NA,NA,"Riffle",13.9,"44",0.05,"Boulder",0.6,0,0,0,0,0,0.6,"No",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:32",NA,NA,NA,NA,NA,NA,NA,214
"143",159,"Clear","June","Available",NA,NA,"Riffle",13.9,"10",0.18,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:34",NA,NA,NA,NA,NA,NA,NA,215
"144",160,"Clear","June","Available",NA,NA,"Riffle",13.9,NA,NA,"Boulder",0,0,0,0,0,0,0,"Yes",34.53792,"111.6867","On top of boulder. Transect, repeat coordinates","6/17/2022 17:35","Changed to Riffle, data taker confused substrate and macrohabitat",NA,NA,NA,NA,NA,NA,216
"145",161,"Clear","June","Available",NA,NA,"Riffle",13.9,NA,NA,"Boulder",0,0,0,0,0,0,0,"Yes",34.53792,"111.6867","Top of boulder. Transect, repeat coordinates","6/17/2022 17:36","Changed to Riffle, data taker confused substrate and macrohabitat",NA,NA,NA,NA,NA,NA,217
"146",162,"Clear","June","Available",NA,NA,"Riffle",13.9,"10",0.58,"Boulder",0.4,0,0,0,0.1,0,0.5,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:37",NA,NA,NA,NA,NA,NA,NA,218
"147",163,"Clear","June","Available",NA,NA,"Riffle",13.9,"16",0.22,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:38",NA,NA,NA,NA,NA,NA,NA,219
"148",164,"Clear","June","Available",NA,NA,"Riffle",13.9,"28",0.07,"Cobble",0.5,0,0,0,0,0,0.5,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:39",NA,NA,NA,NA,NA,NA,NA,220
"149",205,"Clear","June","Available",NA,NA,"Riffle",13.9,"18",0.01,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.53792,"111.6867","Transect, repeat coordinates","6/17/2022 17:41",NA,NA,NA,NA,NA,NA,NA,221
"150",206,"Clear","June","Available",NA,NA,"Riffle",13.343,"42",0.03,"Boulder",0.4,0,0,0,0,0,0.4,"Yes",34.538016,"111.686595",NA,"6/17/2022 18:34",NA,NA,NA,NA,NA,NA,NA,228
"151",207,"Clear","June","Available",NA,NA,"Riffle",9.25,"14",0.22,"Gravel",0.3,0,0,0,0,0,0.3,"No",34.538043,"111.686497",NA,"6/17/2022 18:45",NA,NA,NA,NA,NA,NA,NA,231
"152",208,"Clear","June","Available",NA,NA,"Riffle",9.25,"24",0.73,"Boulder",0.3,0,0,0,0,0,0.3,"No",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 18:49",NA,NA,NA,NA,NA,NA,NA,232
"153",209,"Clear","June","Available",NA,NA,"Riffle",9.25,"44",0.11,"Cobble",0.7,0,0,0,0,0,0.7,"No",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 18:53",NA,NA,NA,NA,NA,NA,NA,234
"154",210,"Clear","June","Available",NA,NA,"Riffle",9.25,"38",0.34,"Cobble",0.7,0,0,0,0,0,0.7,"No",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 18:55",NA,NA,NA,NA,NA,NA,NA,235
"155",211,"Clear","June","Available",NA,NA,"Riffle",9.25,"44",0.53,"Boulder",0.7,0,0,0,0,0,0.7,"No",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 18:56",NA,NA,NA,NA,NA,NA,NA,236
"156",212,"Clear","June","Available",NA,NA,"Riffle",9.25,"34",0.26,"Boulder",0,0,0,0,0,0,0,"Yes",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 19:00",NA,NA,NA,NA,NA,NA,NA,238
"157",213,"Clear","June","Available",NA,NA,"Riffle",9.25,"12",0.34,"Gravel",0.4,0,0,0,0,0,0.4,"Yes",34.538043,"111.686497","Transect, repeat coordinates","6/17/2022 19:02",NA,NA,NA,NA,NA,NA,NA,239
"158",214,"Clear","June","Available",NA,NA,"Riffle",9.25,"24",0.21,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.537963,"111.686478",NA,"6/17/2022 19:03",NA,NA,NA,NA,NA,NA,NA,240
"159",215,"Clear","June","Available",NA,NA,"Riffle",12.705,"18",0.02,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.538055,"111.686442",NA,"6/17/2022 19:14",NA,NA,NA,NA,NA,NA,NA,244
"160",216,"Clear","June","Available",NA,NA,"Riffle",9.1,"10",0,"Silt",0.2,0,0.3,0,0,0,0.5,"Yes",34.538113,"111.686341",NA,"6/17/2022 20:22",NA,NA,NA,NA,NA,NA,NA,248
"161",217,"Clear","June","Available",NA,NA,"Riffle",9.1,"20",0.11,"Boulder",0,0,0.2,0,0,0,0.2,"Yes",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:24",NA,NA,NA,NA,NA,NA,NA,249
"162",218,"Clear","June","Available",NA,NA,"Riffle",9.1,"30",0.15,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:26",NA,NA,NA,NA,NA,NA,NA,250
"163",219,"Clear","June","Available",NA,NA,"Riffle",9.1,"38",0.51,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:27",NA,NA,NA,NA,NA,NA,NA,251
"164",220,"Clear","June","Available",NA,NA,"Riffle",9.1,"45",0.04,"Gravel",0.1,0,0,0,0,0,0.1,"No",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:28",NA,NA,NA,NA,NA,NA,NA,252
"165",221,"Clear","June","Available",NA,NA,"Riffle",9.1,"46",0.06,"Gravel",0.1,0,0,0,0,0,0.1,"No",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:29",NA,NA,NA,NA,NA,NA,NA,253
"166",222,"Clear","June","Available",NA,NA,"Riffle",9.1,"6",NA,"Boulder",0.3,0,0,0,0,0,0.3,"No",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:33",NA,NA,NA,NA,NA,NA,NA,255
"167",183,"Clear","June","Available",NA,NA,"Riffle",9.1,"46",0.17,"Gravel",0.1,0,0,0,0,0,0.1,"No",34.538113,"111.686341","Transect, repeat coordinates","6/17/2022 20:35",NA,NA,NA,NA,NA,NA,NA,256
"168",184,"Clear","June","Available",NA,NA,"Riffle",9.1,NA,NA,"Boulder",0.5,0,0,0,0,0,0.5,"No",34.538048,"111.686305","On top boulder","6/17/2022 20:36",NA,NA,NA,NA,NA,NA,NA,257
"169",185,"Clear","June","Available",NA,NA,"Riffle",7.2,"50",0.37,"Cobble",0,0,0,0,0,0,0,"No",34.538064,"111.686214",NA,"6/17/2022 20:43",NA,NA,NA,NA,NA,NA,NA,260
"170",186,"Clear","June","Available",NA,NA,"Riffle",11.06,"11",0.01,"Silt",0,0,0.3,0,0.5,0,0.8,"Yes",34.538132,"111.686121",NA,"6/17/2022 20:53",NA,NA,NA,NA,NA,NA,NA,265
"171",187,"Clear","June","Available",NA,NA,"Riffle",11.06,"25",0.2,"Silt",0,0,0.3,0,0.6,0,0.9,"Yes",34.538132,"111.686121","Substrate aquatic veg. Transect, repeat coordinates","6/17/2022 20:55",NA,NA,NA,NA,NA,NA,NA,266
"172",188,"Clear","June","Available",NA,NA,"Riffle",11.06,"40",0.02,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 20:58",NA,NA,NA,NA,NA,NA,NA,267
"173",189,"Clear","June","Available",NA,NA,"Riffle",11.06,"6",0,"Boulder",0.1,0,0,0,0,0,0.1,"Yes",34.538132,"111.686121","High on boulder. Transect, repeat coordinates","6/17/2022 20:59",NA,NA,NA,NA,NA,NA,NA,268
"174",190,"Clear","June","Available",NA,NA,"Riffle",11.06,"26",0.02,"Gravel",0.2,0,0,0,0,0,0.2,"Yes",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 21:00",NA,NA,NA,NA,NA,NA,NA,269
"175",191,"Clear","June","Available",NA,NA,"Riffle",11.06,"20",0.06,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 21:01",NA,NA,NA,NA,NA,NA,NA,270
"176",192,"Clear","June","Available",NA,NA,"Riffle",11.06,"33",0.24,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 21:03",NA,NA,NA,NA,NA,NA,NA,271
"177",193,"Clear","June","Available",NA,NA,"Riffle",11.06,"10",0,"Boulder",0.4,0,0,0,0,0,0.4,"No",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 21:04",NA,NA,NA,NA,NA,NA,NA,272
"178",194,"Clear","June","Available",NA,NA,"Riffle",11.06,"24",0.2,"Boulder",0.1,0,0,0,0,0,0.1,"No",34.538132,"111.686121","Transect, repeat coordinates","6/17/2022 21:05",NA,NA,NA,NA,NA,NA,NA,273
"179",195,"Clear","June","Available",NA,NA,"Riffle",11.06,"6",NA,"Boulder",0.2,0,0,0,0.3,0,0.5,"Yes",34.538088,"111.686123","On top boulder","6/17/2022 21:07",NA,NA,NA,NA,NA,NA,NA,274
"180",196,"Clear","June","Available",NA,NA,"Riffle",7.7,"24",0.3,"Gravel",0.1,0,0,0,0,0,0.1,"No",34.53812,"111.686063",NA,"6/17/2022 21:11",NA,NA,NA,NA,NA,NA,NA,276
"181",197,"Clear","June","Available",NA,NA,"Riffle",11.2,"20",0,"Silt",0,0,0,0.2,0.8,0,1,"Yes",34.538161,"111.685954",NA,"6/17/2022 21:24",NA,NA,NA,NA,NA,NA,NA,280
"182",198,"Clear","June","Available",NA,NA,"Riffle",11.2,"36",0.2,"Gravel",0,0,0,0,0.5,0,0.5,"Yes",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:29",NA,NA,NA,NA,NA,NA,NA,281
"183",199,"Clear","June","Available",NA,NA,"Riffle",11.2,"37",0.43,"Cobble",0.1,0,0,0,0.6,0,0.7,"No",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:31",NA,NA,NA,NA,NA,NA,NA,282
"184",200,"Clear","June","Available",NA,NA,"Riffle",11.2,"34",0.45,"Cobble",0.1,0,0,0,0,0,0.1,"No",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:32",NA,NA,NA,NA,NA,NA,NA,283
"185",201,"Clear","June","Available",NA,NA,"Riffle",11.2,"36",0.65,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:34",NA,NA,NA,NA,NA,NA,NA,284
"186",202,"Clear","June","Available",NA,NA,"Riffle",11.2,"22",0.05,"Boulder",0.1,0,0,0,0.2,0,0.3,"No",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:35",NA,NA,NA,NA,NA,NA,NA,285
"187",203,"Clear","June","Available",NA,NA,"Riffle",11.2,"20",0.02,"Gravel",0.2,0,0,0,0.3,0,0.5,"No",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:37",NA,NA,NA,NA,NA,NA,NA,286
"188",204,"Clear","June","Available",NA,NA,"Riffle",11.2,"16",0.12,"Cobble",0,0,0,0,0.4,0,0.4,"Yes",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:39",NA,NA,NA,NA,NA,NA,NA,287
"189",245,"Clear","June","Available",NA,NA,"Riffle",11.2,"12",0.06,"Cobble",0.1,0,0,0,0.8,0,0.9,"Yes",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:40",NA,NA,NA,NA,NA,NA,NA,288
"190",246,"Clear","June","Available",NA,NA,"Riffle",11.2,"26",0.01,"Cobble",0.1,0,0,0,0.9,0,1,"Yes",34.538161,"111.685954","Transect, repeat coordinates","6/17/2022 21:42",NA,NA,NA,NA,NA,NA,NA,289
"191",247,"Clear","June","Available",NA,NA,"Riffle",11.2,NA,NA,"Boulder",0.3,0,0,0,0.1,0,0.4,"Yes",34.538084,"111.685912","On top boulder","6/17/2022 21:45",NA,NA,NA,NA,NA,NA,NA,290
"192",248,"Clear","June","Available",NA,NA,"Riffle",9.5,"32",0.13,"Gravel",0,0,0,0,0,0,0,"No",34.53815,"111.685866",NA,"6/17/2022 21:47",NA,NA,NA,NA,NA,NA,NA,291
"193",249,"Clear","June","Available",NA,NA,"Riffle",8.2,"10",0,"Cobble",0.1,0,0,0,0.2,0,0.3,NA,34.538132,"111.685772",NA,"6/17/2022 22:03",NA,NA,NA,NA,NA,NA,NA,294
"194",250,"Clear","June","Available",NA,NA,"Riffle",8.2,"29",0.07,"Gravel",0,0,0,0,0,0,0,"No",34.538132,"111.685772","Transect, repeat coordinates","6/17/2022 22:10",NA,NA,NA,NA,NA,NA,NA,295
"195",251,"Clear","June","Available",NA,NA,"Riffle",8.2,"26",0.08,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538132,"111.685772","Transect, repeat coordinates","6/17/2022 22:11",NA,NA,NA,NA,NA,NA,NA,296
"196",252,"Clear","June","Available",NA,NA,"Riffle",8.2,"36",0.03,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538132,"111.685772","Transect, repeat coordinates","6/17/2022 22:15",NA,NA,NA,NA,NA,NA,NA,298
"197",253,"Clear","June","Available",NA,NA,"Riffle",8.2,"20",0.59,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538132,"111.685772","Transect, repeat coordinates","6/17/2022 22:16",NA,NA,NA,NA,NA,NA,NA,299
"198",254,"Clear","June","Available",NA,NA,"Riffle",8.2,"22",0.55,"Boulder",0.1,0,0,0,0,0,0.1,"No",34.538132,"111.685772","Transect, repeat coordinates","6/17/2022 22:17",NA,NA,NA,NA,NA,NA,NA,300
"199",255,"Clear","June","Available",NA,NA,"Riffle",8.2,NA,NA,"Boulder",0.6,0,0,0,0,0,0.6,"Yes",34.538132,"111.685772","On top boulder","6/17/2022 22:18",NA,NA,NA,NA,NA,NA,NA,301
"200",256,"Clear","June","Available",NA,NA,"Riffle",8.2,"29",0.15,"Gravel",0,0,0,0,0,0,0,"Yes",34.538193,"111.68579",NA,"6/17/2022 22:19",NA,NA,NA,NA,NA,NA,NA,302
"201",257,"Clear","June","Available",NA,NA,"Riffle",8.9,"20",0.19,"Cobble",0.1,0,0,0,0,0,0.1,"Yes",34.5382,"111.685664",NA,"6/17/2022 22:35",NA,NA,NA,NA,NA,NA,NA,306
"202",286,"Clear","June","Available",NA,NA,"Riffle",11.7,"8",0,"Cobble",0,0,0,0,0,0,0,"Yes",34.538322,"111.685269",NA,"6/17/2022 23:45",NA,NA,NA,NA,NA,NA,NA,345
"203",287,"Clear","June","Available",NA,NA,"Riffle",10.2,"26",0.32,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538299,"111.685161",NA,"6/17/2022 23:55","Changed to Cobble",NA,NA,NA,NA,NA,NA,349
"204",288,"Clear","June","Available",NA,NA,"Riffle",7,"28",0.11,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538299,"111.685117",NA,"6/18/2022 16:53",NA,NA,NA,NA,NA,NA,NA,351
"205",289,"Clear","June","Available",NA,NA,"Riffle",4.6,"46",0.9,"Boulder",0.5,0.2,0,0,0,0,0.7,"No",34.538326,"111.685027",NA,"6/18/2022 17:03",NA,NA,NA,NA,NA,NA,NA,355
"206",290,"Clear","June","Available",NA,NA,"Riffle",6.8,"26",0.04,"Gravel",0.1,0,0,0,0,0,0.1,"Yes",34.538336,"111.684936",NA,"6/18/2022 17:08",NA,NA,NA,NA,NA,NA,NA,356
"207",291,"Clear","June","Available",NA,NA,"Riffle",9.5,"27",0.27,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.53837,"111.684872",NA,"6/18/2022 17:11",NA,NA,NA,NA,NA,NA,NA,357
"208",292,"Clear","June","Available",NA,NA,"Riffle",10.3,"10",0.01,"Gravel",0.1,0,0,0,0,0,0.1,"No",34.538458,"111.684812",NA,"6/18/2022 17:13",NA,NA,NA,NA,NA,NA,NA,358
"209",293,"Clear","June","Available",NA,NA,"Riffle",8.9,"14",0.39,"Cobble",0.2,0,0,0,0,0,0.2,"No",34.538463,"111.684735",NA,"6/18/2022 17:16",NA,NA,NA,NA,NA,NA,NA,359
"210",294,"Clear","June","Available",NA,NA,"Riffle",13.9,"36",0.23,"Gravel",0.5,0,0,0,0,0,0.5,"No",34.538485,"111.684649",NA,"6/18/2022 17:21",NA,NA,NA,NA,NA,NA,NA,361
"211",295,"Clear","June","Available",NA,NA,"Riffle",11.1,"36",0.68,"Pebble",0.1,0,0,0,0,0,0.1,"Yes",34.538496,"111.684545",NA,"6/18/2022 17:24",NA,NA,NA,NA,NA,NA,NA,362
"212",296,"Clear","June","Available",NA,NA,"Riffle",8.1,"22",0.03,"Cobble",0,0,0,0,0,0,0,"No",34.538541,"111.684478",NA,"6/18/2022 17:28",NA,NA,NA,NA,NA,NA,NA,363
"213",297,"Clear","June","Available",NA,NA,"Riffle",5.9,"38",0.41,"Cobble",0.2,0,0,0.1,0,0,0.3,"No",34.538552,"111.684429",NA,"6/18/2022 17:31",NA,NA,NA,NA,NA,NA,NA,364
"214",298,"Clear","June","Available",NA,NA,"Riffle",8.8,"58",0.19,"Pebble",0,0,0,0,0,0,0,"Yes",34.538576,"111.684361",NA,"6/18/2022 17:33",NA,NA,NA,NA,NA,NA,NA,365
"215",266,"Clear","June","Available",NA,NA,"Riffle",6,"36",0.43,"Boulder",0.2,0.4,0,0,0,0,0.6,"No",34.538619,"111.68365",NA,"6/18/2022 18:13","Changed from Riffle,Pool to Riffle based on velocity",NA,NA,NA,NA,NA,NA,376
"216",267,"Clear","June","Available",NA,NA,"Riffle",3.6,"28",0.13,"Gravel",0,0,0,0,0,0,0,"No",34.536636,"111.683565",NA,"6/18/2022 18:18",NA,NA,NA,NA,NA,NA,NA,377
"217",268,"Clear","June","Available",NA,NA,"Riffle",4.5,"47",0.59,"Gravel",0,0,0,0,0,0,0,"No",34.538644,"111.683475",NA,"6/18/2022 18:23",NA,NA,NA,NA,NA,NA,NA,378
"218",269,"Clear","June","Available",NA,NA,"Riffle",6.8,"34",0.48,"Pebble",0.2,0,0,0,0,0,0.2,"No",34.538621,"111.683401",NA,"6/18/2022 18:25",NA,NA,NA,NA,NA,NA,NA,379
"219",270,"Clear","June","Available",NA,NA,"Riffle",6.8,"48",0.27,"Cobble",0,0,0,0,0,0,0,"No",34.538584,"111.683334",NA,"6/18/2022 18:32",NA,NA,NA,NA,NA,NA,NA,381
"220",271,"Clear","June","Available",NA,NA,"Riffle",6.7,"73",0.03,"Sand",0.1,0,0,0,0,0,0.1,"Yes",34.538569,"111.683247",NA,"6/18/2022 18:35",NA,NA,NA,NA,NA,NA,NA,382
"221",272,"Clear","June","Available",NA,NA,"Riffle",4.2,"22",0.75,"Boulder",0.1,0.2,0,0,0,0,0.3,"Yes",34.538527,"111.683159",NA,"6/18/2022 18:38",NA,NA,NA,NA,NA,NA,NA,383
"222",273,"Clear","June","Available",NA,NA,"Riffle",8.1,"48",0.17,"Boulder",0.7,0,0,0,0,0,0.7,"No",34.538517,"111.683064",NA,"6/18/2022 19:53",NA,NA,NA,NA,NA,NA,NA,384
"223",274,"Clear","June","Available",NA,NA,"Riffle",12.3,"22",0.22,"Cobble",0.2,0,0,0,0,0,0.2,"Yes",34.538493,"111.682966",NA,"6/18/2022 19:55",NA,NA,NA,NA,NA,NA,NA,385
"224",275,"Clear","June","Available",NA,NA,"Riffle",6.3,"24",0.43,"Boulder",0.2,0.7,0,0,0,0,0.9,"No",34.538412,"111.682925",NA,"6/18/2022 19:58",NA,NA,NA,NA,NA,NA,NA,386
"225",276,"Clear","June","Available",NA,NA,"Riffle",9.5,"24",0.41,"Boulder",0.4,0,0,0,0,0,0.4,"No",34.538352,"111.682879",NA,"6/18/2022 20:01",NA,NA,NA,NA,NA,NA,NA,387
"226",277,"Clear","June","Available",NA,NA,"Riffle",6.7,"36",0.14,"Boulder",0.1,0,0,0,0,0,0.1,"No",34.538335,"111.682809",NA,"6/18/2022 20:05",NA,NA,NA,NA,NA,NA,NA,388
